	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff
58331	699846619	699846619	10000.0	9745.9	2016-09-09 10:27:24	254.1	AMC #692956	US	US	02	01	entertainment	04/2024	2015-06-29	2015-06-29	124	124	4959	REVERSAL	0.0		254.1				1.0			0.0	254.1
58367	765243552	765243552	10000.0	2355.84	2016-06-05 21:02:18	36.81	oldnavy.com	US	US	02	01	online_retail	01/2026	2014-06-04	2014-06-04	952	952	2144	REVERSAL	0.0		7644.16				0.0			0.0	36.80999999999949
58392	571622019	571622019	20000.0	9183.53	2016-05-01 19:37:49	90.56	Lyft	US	US	05	08	rideshare	10/2021	2013-05-29	2013-05-29	672	672	1338	REVERSAL	0.0		10816.47				0.0			0.0	90.55999999999949
58395	571622019	571622019	20000.0	14356.4	2016-08-05 12:01:34	32.21	sears.com	US	US	02	08	online_retail	11/2030	2013-05-29	2013-05-29	672	672	1338	REVERSAL	0.0		5643.6				0.0			0.0	32.210000000000036
58396	571622019	571622019	20000.0	12916.93	2016-08-08 00:36:39	28.56	cheapfast.com	US	US	02	01	online_retail	08/2030	2013-05-29	2013-05-29	672	672	1338	REVERSAL	0.0		7083.07				0.0			0.0	28.55999999999949
58403	571622019	571622019	20000.0	6743.16	2016-12-29 07:18:19	472.39	amazon.com	MEX	MEX	05	01	online_retail	11/2024	2013-05-29	2013-05-29	672	672	1338	REVERSAL	0.0		13256.84				0.0			0.0	472.3899999999994
58412	114006772	114006772	15000.0	11202.54	2016-05-20 19:01:08	3.54	oldnavy.com	US	US	02	01	online_retail	08/2022	2015-12-09	2015-12-09	622	622	9002	REVERSAL	0.0		3797.46				0.0			0.0	3.5399999999999636
58421	537986365	537986365	10000.0	2520.58	2016-01-28 07:40:29	24.8	AMC #724446	US	US	09	01	entertainment	02/2028	2014-06-23	2014-06-23	511	511	2847	REVERSAL	0.0		7479.42				1.0			0.0	24.800000000000182
58429	537986365	537986365	10000.0	8206.21	2016-03-07 11:49:34	102.91	Hilton Hotels #780295	US	US	02	01	hotels	06/2024	2014-06-23	2014-06-23	626	626	5914	REVERSAL	0.0		1793.79				1.0			0.0	102.90999999999985
58433	537986365	537986365	10000.0	5621.55	2016-03-31 13:58:44	380.78	apple.com	US	US	05	01	online_retail	04/2028	2014-06-23	2014-06-23	626	626	5914	REVERSAL	0.0		4378.45				0.0			0.0	380.77999999999975
58434	537986365	537986365	10000.0	3700.91	2016-04-04 17:09:34	538.79	EZ Putt Putt #503815	US	US	09	99	entertainment	10/2025	2014-06-23	2014-06-23	511	511	2847	REVERSAL	0.0		6299.09				1.0			0.0	538.79
58455	537986365	537986365	10000.0	2102.62	2016-06-22 21:01:09	13.73	Regal Cinemas #276341	US	US	05	01	entertainment	09/2027	2014-06-23	2016-06-16	626	626	5914	REVERSAL	0.0		7897.38				1.0			0.0	13.730000000000473
58464	537986365	537986365	10000.0	1455.6	2016-07-29 13:33:19	15.79	AMC #128743	US	US	02	08	entertainment	02/2024	2014-06-23	2016-07-22	626	626	5914	REVERSAL	0.0		8544.4				1.0			0.0	15.789999999999054
58467	537986365	537986365	10000.0	3406.81	2016-08-03 06:20:08	47.69	EZ Putt Putt #551896	US	US	05	08	entertainment	03/2022	2014-06-23	2016-07-30	626	626	5914	REVERSAL	0.0		6593.19				1.0			0.0	47.6899999999996
58471	537986365	537986365	10000.0	2377.7	2016-08-12 14:39:37	172.76	Hilton Hotels #900000	US	US	05	01	hotels	02/2028	2014-06-23	2016-07-30	626	626	5914	REVERSAL	0.0		7622.3				1.0			0.0	172.76000000000022
58473	537986365	537986365	10000.0	6175.64	2016-08-18 02:26:15	189.38	discount.com	US	US		01	online_retail	08/2029	2014-06-23	2016-08-16	626	626	5914	REVERSAL	0.0		3824.36				0.0			0.0	189.3800000000001
58491	537986365	537986365	10000.0	1867.57	2016-11-10 04:51:44	41.12	Uber	US	US	09	01	rideshare	06/2019	2014-06-23	2016-10-08	511	511	2847	REVERSAL	0.0		8132.43				0.0			0.0	41.11999999999989
58493	537986365	537986365	10000.0	5856.61	2016-11-12 21:10:45	71.59	Lyft	US	US	05	01	rideshare	01/2028	2014-06-23	2016-10-08	626	626	5914	REVERSAL	0.0		4143.39				0.0			0.0	71.59000000000015
58548	290155673	290155673	250.0	232.98	2016-12-22 11:24:07	130.38	Lyft	US	US	05	08	rideshare	03/2031	2014-07-15	2016-04-01	623	623	9196	PURCHASE	0.0		17.02				0.0			0.0	17.02
58553	514055290	514055290	50000.0	49786.51	2016-01-06 03:22:13	151.49	Universe Massage #396482	US	US	05	01	personal care	10/2026	2014-06-16	2014-06-16	960	960	1394	REVERSAL	0.0		213.49				1.0			0.0	151.49
58563	749867119	749867119	5000.0	4891.8	2016-02-20 21:59:58	108.2	target.com	US	US	02	08	online_retail	07/2031	2015-08-14	2015-08-14	381	381	7910	REVERSAL	0.0		108.2				0.0			0.0	108.2
58568	749867119	749867119	5000.0	4980.73	2016-08-31 21:55:01	19.27	Spotify	US	US	09	01	online_subscriptions	05/2022	2015-08-14	2015-08-14	381	381	7910	PURCHASE	0.0		19.27				0.0			0.0	19.27
58583	410649614	410649614	5000.0	4447.85	2016-02-09 22:31:05	25.52	Quizno's #13537	US	US	02	01	fastfood	05/2025	2015-02-27	2015-02-27	887	887	731	REVERSAL	0.0		552.15				1.0			0.0	25.519999999999982
58588	410649614	410649614	5000.0	2310.72	2016-12-17 16:09:48	244.68	gap.com	US	US	02	01	online_retail	07/2025	2015-02-27	2015-02-27	887	887	731	REVERSAL	0.0		2689.28				0.0			0.0	244.6800000000003
58596	694507173	694507173	5000.0	2675.14	2016-03-25 23:17:59	101.02	1st Sandwitch Bar #941288	US	US	05	01	food	04/2028	2014-02-05	2014-02-05	513	513	3816	REVERSAL	0.0		2324.86				1.0			0.0	101.01999999999998
58603	694507173	694507173	5000.0	4017.29	2016-06-07 05:01:53	518.0	Cinnabon #942860	US	US	02	01	fastfood	08/2019	2014-02-05	2014-02-05	513	513	3816	REVERSAL	0.0		982.71				1.0			0.0	518.0
58605	694507173	694507173	5000.0	585.97	2016-06-23 09:54:38	216.93	1st Sandwitch Bar #801388	US	US	09	01	food	10/2024	2014-02-05	2014-02-05	513	513	3816	REVERSAL	0.0		4414.03				1.0			0.0	216.92999999999938
58609	694507173	694507173	5000.0	1809.8	2016-08-07 14:35:07	0.71	Dinosaur Sandwitch Bar #303701	US	US	09	01	food	04/2019	2014-02-05	2014-02-05	513	513	3816	REVERSAL	0.0		3190.2				1.0			0.0	0.7100000000000364
58642	206444908	206444908	7500.0	7452.15	2016-03-08 16:46:10	22.7	EZ Putt Putt #804489	US	US	02	01	entertainment	11/2019	2014-12-19	2014-12-19	516	516	1044	REVERSAL	0.0		47.85				1.0			0.0	22.700000000000003
58666	461591571	461591571	1000.0	123.24	2016-10-26 14:55:10	17.17	Oklahoma City Times	US	US	05	01	subscriptions	03/2021	2013-04-15	2013-04-15	481	481	7729	REVERSAL	0.0		876.76				0.0			0.0	17.16999999999996
58672	127310083	127310083	5000.0	2616.97	2016-04-16 20:30:53	363.61	discount.com	US	US	05	01	online_retail	10/2030	2015-11-23	2015-11-23	691	691	271	REVERSAL	0.0		2383.03				0.0			0.0	363.6100000000001
58692	445328456	445328456	5000.0	4734.91	2016-03-20 09:46:56	44.81	Dunkin' Donuts #20935	US	US	09	01	fastfood	12/2023	2015-04-29	2016-01-10	503	503	1716	REVERSAL	0.0		265.09				1.0			0.0	44.809999999999974
58719	870330037	870330037	2500.0	1359.15	2016-02-08 01:38:03	18.78	ebay.com	US	US	90	08	online_retail	05/2025	2015-03-04	2016-01-04	591	591	3574	REVERSAL	0.0		1140.85				0.0			0.0	18.779999999999973
58721	870330037	870330037	2500.0	447.09	2016-02-12 23:44:55	2.67	ebay.com	US	US	05	01	online_retail	08/2027	2015-03-04	2016-01-04	591	591	3574	REVERSAL	0.0		2052.91				0.0			0.0	2.6700000000000728
58727	870330037	870330037	2500.0	457.53	2016-02-24 09:33:48	121.33	EZ Putt Putt #804489	US	US	02	01	entertainment	06/2031	2015-03-04	2016-01-04	727	727	658	REVERSAL	0.0		2042.47				1.0			0.0	121.32999999999993
58764	870330037	870330037	2500.0	1616.17	2016-06-24 04:31:53	5.42	discount.com	US	US	05	01	online_retail	09/2021	2015-03-04	2016-05-25	591	591	3574	REVERSAL	0.0		883.83				0.0			0.0	5.420000000000073
58767	870330037	870330037	2500.0	834.8	2016-07-11 02:43:00	2.02	sears.com	US	US	02	01	online_retail	06/2025	2015-03-04	2016-05-25	727	727	658	REVERSAL	0.0		1665.2				0.0			0.0	2.019999999999982
58809	870330037	870330037	2500.0	1831.1	2016-11-12 22:49:14	47.45	walmart.com	US	US	02	01	online_retail	06/2022	2015-03-04	2016-05-25	591	591	3574	REVERSAL	0.0		668.9				0.0			0.0	47.44999999999993
58811	870330037	870330037	2500.0	429.28	2016-11-20 21:19:25	391.22	Krispy Kreme #340971	US	US	02	01	fastfood	09/2020	2015-03-04	2016-05-25	591	591	3574	REVERSAL	0.0		2070.72				1.0			0.0	391.2199999999998
58821	823179277	823179277	15000.0	14998.29	2016-02-18 16:40:09	192.22	Lyft	US	US	09	01	rideshare	06/2019	2015-01-17	2015-01-17	981	981	9488	PURCHASE	0.0		1.71				0.0			0.0	1.71
58845	943258620	943258620	7500.0	1232.25	2016-06-14 01:50:49	84.99	Wall Street News	US	US	05	01	subscriptions	10/2030	2015-11-21	2015-11-21	391	391	7150	REVERSAL	0.0		6267.75				1.0			0.0	84.98999999999978
58868	145079026	145079026	5000.0	4937.98	2016-09-27 14:48:10	51.04	Mobil Gas #610818	US	US	02	01	fuel	05/2024	2015-06-21	2016-07-19	668	668	2645	PURCHASE	0.0		62.02				1.0			0.0	62.02
58869	145079026	145079026	5000.0	4948.96	2016-10-25 04:33:18	51.04	Mobil Gas #610818	US	US	02	01	fuel	05/2024	2015-06-21	2016-07-19	668	668	2645	PURCHASE	0.0		51.04				1.0			0.0	51.04
58893	292898098	292898098	5000.0	3936.35	2016-07-03 07:22:27	3.83	Fresh Flowers	US	US	02	01	online_gifts	11/2024	2014-08-16	2014-08-16	917	917	4200	PURCHASE	0.0		1063.65				0.0			0.0	1063.65
58894	714537859	714537859	7500.0	7391.82	2016-01-27 06:44:34	108.18	Wall Street News	US	US	09	08	subscriptions	05/2022	2014-12-17	2014-12-17	940	940	9223	REVERSAL	0.0		108.18				0.0			0.0	108.18
58904	120334909	120334909	20000.0	19967.16	2016-04-27 23:53:56	32.84	Mobil Gas #114348	US	US	02	08	fuel	05/2023	2015-10-06	2015-10-06	443	443	9082	PURCHASE	0.0		32.84				1.0			0.0	32.84
58914	353484467	353484467	15000.0	14568.14	2016-02-07 03:18:51	431.86	Burger King #252057	US	US	05	08	fastfood	08/2019	2015-01-08	2015-07-16	676	676	5605	REVERSAL	0.0		431.86				1.0			0.0	431.86
58944	226859425	226859425	1000.0	342.62	2016-04-14 14:36:06	67.39	Fast Auto Services	US	US	02	01	auto	01/2031	2014-09-06	2014-09-06	804	804	5720	REVERSAL	0.0		657.38				1.0			0.0	67.38999999999999
58980	226859425	226859425	1000.0	116.59	2016-10-08 02:43:50	79.56	Merchants Auto Body	US	US	05	08	auto	10/2019	2014-09-06	2014-09-06	804	804	5720	REVERSAL	0.0		883.41				1.0			0.0	79.55999999999995
59029	799674919	799674919	15000.0	12876.88	2016-03-08 09:35:45	300.61	Pizza Hut #640086	US	US	05	08	fastfood	04/2025	2013-10-03	2013-10-03	443	443	1636	REVERSAL	0.0		2123.12				1.0			0.0	300.6099999999999
59031	799674919	799674919	15000.0	12620.37	2016-04-26 16:26:22	55.46	Auntie Anne's #551484	US	US	05	01	fastfood	01/2026	2013-10-03	2013-10-03	987	987	2567	REVERSAL	0.0		2379.63				1.0			0.0	55.460000000000036
59053	774664949	774664949	7500.0	6784.38	2016-03-14 09:42:51	86.3	amazon.com	US	US	09	08	online_retail	08/2022	2012-01-16	2012-01-16	294	294	3573	REVERSAL	0.0		715.62				0.0			0.0	86.29999999999995
59056	774664949	774664949	7500.0	7475.53	2016-04-10 03:13:04	24.47	alibaba.com	MEX	MEX	09	01	online_retail	07/2018	2012-01-16	2012-01-16	294	294	3573	REVERSAL	0.0		24.47				0.0			0.0	24.47
59077	175589494	175589494	20000.0	2852.18	2016-09-05 13:58:29	152.29	amazon.com		US	02	01	online_retail	09/2020	2014-05-26	2014-05-26	977	977	2457	REVERSAL	0.0		17147.82				0.0			0.0	152.29000000000087
59079	175589494	175589494	20000.0	7340.41	2016-10-23 16:48:09	13.99	Hardee's #309198	US	US	09	01	fastfood	08/2026	2014-05-26	2014-05-26	977	977	2457	REVERSAL	0.0		12659.59				1.0			0.0	13.989999999999782
59104	340941627	340941627	1000.0	915.85	2016-05-05 23:08:54	15.53	gap.com	US	US	05	08	online_retail	05/2023	2015-04-10	2016-03-29	918	918	3008	REVERSAL	0.0		84.15				0.0			0.0	15.530000000000001
59108	340941627	340941627	1000.0	572.22	2016-06-12 11:03:25	100.69	ebay.com	US	US	02	01	online_retail	05/2025	2015-04-10	2016-03-29	918	918	3008	REVERSAL	0.0		427.78				0.0			0.0	100.69
59125	340941627	340941627	1000.0	492.71	2016-12-05 04:12:54	63.85	target.com	US	US	05	01	online_retail	05/2022	2015-04-10	2016-03-29	918	918	3008	REVERSAL	0.0		507.29				0.0			0.0	63.85000000000002
59219	588714403	588714403	500.0	75.65	2016-07-23 09:13:06	102.62	Best Bistro #44077	US	US	02	08	food	09/2020	2013-08-24	2016-03-17	180	180	5982	REVERSAL	0.0		424.35				1.0			0.0	102.62
59228	588714403	588714403	500.0	243.31	2016-08-13 00:42:23	48.87	EZ Putt Putt #551896	US	US	05	08	entertainment	02/2022	2013-08-24	2016-03-17	180	180	5982	REVERSAL	0.0		256.69				1.0			0.0	48.870000000000005
59340	609654712	609654712	20000.0	19878.0	2016-07-25 04:37:54	87.09	NY BBQ	US	US	05	01	food	03/2028	2015-09-04	2015-09-04	693	693	9488	REVERSAL	0.0		122.0				1.0			0.0	87.09
59405	197807662	197807662	7500.0	4436.83	2016-11-15 16:55:38	385.2	34th BBQ #207369	US	US	09	08	food	09/2025	2015-03-03	2016-09-15	294	294	244	REVERSAL	0.0		3063.17				1.0			0.0	385.2000000000003
59407	197807662	197807662	7500.0	4010.01	2016-12-13 04:15:01	62.77	1st Deli	US	US	02	01	food	12/2020	2015-03-03	2016-09-15	294	294	244	REVERSAL	0.0		3489.99				1.0			0.0	62.76999999999998
59427	129625969	129625969	500.0	336.26	2016-09-29 19:46:48	163.74	apple.com	US	US	09	08	online_retail	06/2030	2014-03-28	2014-03-28	666	666	3658	REVERSAL	0.0		163.74				0.0			0.0	163.74
59472	911980131	911980131	15000.0	12508.83	2016-02-26 07:59:11	153.9	Rodeway Inn #693706	US	US	09	01	hotels	12/2019	2014-09-15	2014-09-15	125	125	6092	REVERSAL	0.0		2491.17				1.0			0.0	153.9000000000001
59476	911980131	911980131	15000.0	12149.74	2016-04-23 16:43:18	6.25	Renaissance Hotel #845122	US	US	09	01	hotels	12/2028	2014-09-15	2014-09-15	125	125	6092	REVERSAL	0.0		2850.26				1.0			0.0	6.25
59480	911980131	911980131	15000.0	13517.49	2016-07-07 22:20:28	50.02	sears.com	US	US	09	01	online_retail	12/2029	2014-09-15	2014-09-15	125	125	6092	REVERSAL	1.0		1482.51				0.0			0.0	50.01999999999998
59486	911980131	911980131	15000.0	14205.56	2016-10-03 06:38:25	108.57	Wendys #645972	US	US	02	01	fastfood	07/2022	2014-09-15	2016-08-31	125	125	6092	REVERSAL	0.0		794.44				1.0			0.0	108.57000000000005
59489	911980131	911980131	15000.0	13996.19	2016-12-11 08:56:31	29.6	Rodeway Inn #177790	US	US	09	01	hotels	10/2027	2014-09-15	2016-11-12	125	125	6092	REVERSAL	0.0		1003.81				0.0			0.0	29.59999999999991
59525	140806592	140806592	5000.0	4977.0	2016-03-08 06:09:29	23.0	discount.com	US	US	02	01	online_retail	03/2031	2013-05-12	2013-05-12	928	928	2338	REVERSAL	0.0		23.0				0.0			0.0	23.0
59568	892174571	892174571	2500.0	1703.54	2016-07-06 15:01:03	111.7	ebay.com	US	US	09	01	online_retail	08/2025	2014-03-02	2014-03-02	693	693	5952	REVERSAL	1.0		796.46				0.0			0.0	111.70000000000005
59665	488869201	488869201	7500.0	5254.58	2016-01-24 19:26:07	44.34	Uber	US	US	05	01	rideshare	06/2024	2014-03-03	2014-03-03	100	100	6325	REVERSAL	0.0		2245.42				0.0			0.0	44.340000000000146
59669	488869201	488869201	7500.0	869.95	2016-08-13 06:19:11	104.85	Washington Tire	US	US	02	08	auto	02/2028	2014-03-03	2014-03-03	100	100	6325	REVERSAL	0.0		6630.05				1.0			0.0	104.85000000000036
59673	488869201	488869201	7500.0	1020.07	2016-10-02 20:14:29	80.56	Merchants Tire	US	US	05	01	auto	08/2031	2014-03-03	2014-03-03	938	938	8101	REVERSAL	0.0		6479.93				0.0			0.0	80.5600000000004
59674	488869201	488869201	7500.0	894.02	2016-10-09 00:20:18	188.61	Uber	US	US	09	08	rideshare	10/2030	2014-03-03	2014-03-03	938	938	8101	REVERSAL	0.0		6605.98				0.0			0.0	188.60999999999967
59680	970090892	970090892	15000.0	14951.51	2016-03-20 14:17:09	57.61	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		48.49				1.0			0.0	48.49
59681	970090892	970090892	15000.0	14951.51	2016-04-17 15:33:29	48.49	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		48.49				1.0			0.0	48.49
59683	970090892	970090892	15000.0	14951.51	2016-06-26 21:46:59	48.49	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		48.49				1.0			0.0	48.49
59684	970090892	970090892	15000.0	14947.54	2016-07-23 21:11:10	48.49	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		52.46				1.0			0.0	52.46
59685	970090892	970090892	15000.0	14951.51	2016-08-19 12:52:47	48.49	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		48.49				1.0			0.0	48.49
59687	970090892	970090892	15000.0	14950.39	2016-10-28 08:23:35	50.89	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		49.61				1.0			0.0	49.61
59688	970090892	970090892	15000.0	14951.51	2016-11-24 06:39:15	53.16	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		48.49				1.0			0.0	48.49
59689	970090892	970090892	15000.0	14951.51	2016-12-22 00:39:50	48.49	Texas Gas #523608	US	US	05	08	fuel	11/2030	2013-03-10	2013-03-10	158	158	6336	PURCHASE	0.0		48.49				1.0			0.0	48.49
59709	639556528	639556528	20000.0	18716.24	2016-02-02 07:20:34	33.95	EZ Putt Putt #551896	US	US	05	01	entertainment	02/2025	2012-10-16	2012-10-16	798	798	6900	REVERSAL	0.0		1283.76				1.0			0.0	33.950000000000045
59712	639556528	639556528	20000.0	5618.38	2016-08-22 11:48:46	480.35	Krispy Kreme #420031	US	US	80	01	fastfood	08/2018	2012-10-16	2012-10-16	798	798	6900	REVERSAL	1.0		14381.62				1.0			0.0	480.35000000000036
59716	639556528	639556528	20000.0	15617.94	2016-12-13 09:22:09	229.88	EZ Putt Putt #755869	US	US	05	01	entertainment	08/2028	2012-10-16	2016-10-16	798	798	6900	REVERSAL	0.0		4382.06				0.0			0.0	229.8800000000001
59723	382700386	382700386	20000.0	14824.7	2016-07-02 02:04:01	43.12	Hilton Hotels #466155	US	US	09	01	hotels	12/2018	2015-11-02	2015-11-02	168	168	9487	REVERSAL	0.0		5175.3				1.0			0.0	43.11999999999989
59738	377838194	377838194	2500.0	1356.86	2016-01-24 23:06:03	24.13	ebay.com	US	US	09	99	online_retail	04/2023	2014-04-21	2016-01-19	921	921	6310	REVERSAL	0.0		1143.14				0.0			0.0	24.13000000000011
59749	377838194	377838194	2500.0	657.16	2016-02-12 13:56:47	13.78	target.com	US	US	02	01	online_retail	07/2029	2014-04-21	2016-01-19	921	921	6310	REVERSAL	0.0		1842.84				0.0			0.0	13.779999999999973
59755	377838194	377838194	2500.0	590.72	2016-02-16 02:25:36	259.91	walmart.com	US	US	09	01	online_retail	11/2025	2014-04-21	2016-02-13	921	921	6310	REVERSAL	0.0		1909.28				0.0			0.0	259.9100000000001
59765	377838194	377838194	2500.0	151.71	2016-03-03 00:41:07	336.15	staples.com	US	US	09	01	online_retail	05/2021	2014-04-21	2016-03-02	921	921	6310	REVERSAL	0.0		2348.29				0.0			0.0	336.14999999999986
59767	377838194	377838194	2500.0	1127.14	2016-03-04 13:53:23	92.34	ebay.com	US	US	05	01	online_retail	02/2020	2014-04-21	2016-03-02	921	921	6310	REVERSAL	0.0		1372.86				0.0			0.0	92.33999999999992
59771	377838194	377838194	2500.0	1630.52	2016-03-08 17:30:26	227.04	amazon.com	US	US	05	08	online_retail	11/2031	2014-04-21	2016-03-02	921	921	6310	REVERSAL	0.0		869.48				0.0			0.0	227.03999999999996
59803	377838194	377838194	2500.0	2424.41	2016-04-22 20:32:21	75.59	apple.com	US	US	05	01	online_retail	09/2023	2014-04-21	2016-04-19	921	921	6310	REVERSAL	0.0		75.59				0.0			0.0	75.59
59834	377838194	377838194	2500.0	1603.52	2016-06-17 00:11:24	46.93	gap.com	US	US	09	01	online_retail	08/2022	2014-04-21	2016-06-14	921	921	6310	REVERSAL	0.0		896.48				0.0			0.0	46.930000000000064
59838	377838194	377838194	2500.0	537.2	2016-06-23 15:03:25	114.09	discount.com	US	US	09	08	online_retail	11/2031	2014-04-21	2016-06-14	921	921	6310	REVERSAL	0.0		1962.8				0.0			0.0	114.08999999999992
59849	377838194	377838194	2500.0	562.04	2016-07-10 01:27:07	244.98	gap.com	US	US	02	01	online_retail	01/2027	2014-04-21	2016-06-14	921	921	6310	REVERSAL	0.0		1937.96				0.0			0.0	244.98000000000002
59852	377838194	377838194	2500.0	938.28	2016-07-13 10:15:41	16.3	cheapfast.com	US	US	05	01	online_retail	10/2019	2014-04-21	2016-06-14	921	921	6310	REVERSAL	0.0		1561.72				0.0			0.0	16.299999999999955
59868	377838194	377838194	2500.0	343.81	2016-08-10 18:23:09	36.13	amazon.com	US	US	09	08	online_retail	03/2029	2014-04-21	2016-08-01	921	921	6310	REVERSAL	0.0		2156.19				0.0			0.0	36.13000000000011
59874	377838194	377838194	2500.0	579.48	2016-08-17 06:26:12	87.74	alibaba.com	US	US	02	01	online_retail	09/2024	2014-04-21	2016-08-01	921	921	6310	REVERSAL	0.0		1920.52				0.0			0.0	87.74000000000001
59902	377838194	377838194	2500.0	692.06	2016-09-24 04:02:56	128.25	amazon.com	US	US	02	08	online_retail	03/2030	2014-04-21	2016-08-01	921	921	6310	REVERSAL	0.0		1807.94				0.0			0.0	128.25
59905	377838194	377838194	2500.0	247.83	2016-09-27 21:08:12	71.87	gap.com	US	US	02	01	online_retail	04/2021	2014-04-21	2016-08-01	921	921	6310	REVERSAL	0.0		2252.17				0.0			0.0	71.86999999999989
59921	377838194	377838194	2500.0	1107.18	2016-10-23 00:10:14	53.28	staples.com	US	US	05	01	online_retail	03/2027	2014-04-21	2016-08-01	921	921	6310	REVERSAL	0.0		1392.82				0.0			0.0	53.27999999999997
59930	377838194	377838194	2500.0	2255.19	2016-11-04 12:32:38	52.68	target.com	US	US	05	01	online_retail	05/2026	2014-04-21	2016-08-01	921	921	6310	REVERSAL	0.0		244.81				0.0			0.0	52.68000000000001
60007	458979862	458979862	500.0	445.42	2016-01-22 01:27:42	45.88	Sunoco Gas #425592	US	US	09	01	fuel	04/2024	2015-09-24	2015-09-24	691	691	8277	PURCHASE	0.0		54.58				1.0			0.0	54.58
60085	951511753	951511753	5000.0	4853.98	2016-06-08 22:16:32	146.02	amazon.com	US	US	05	01	online_retail	03/2019	2015-12-24	2015-12-24	473	473	5249	REVERSAL	0.0		146.02				0.0			0.0	146.02
60110	225833737	225833737	1000.0	174.88	2016-03-09 10:23:30	205.89	Subway #381627	US	US	09	01	fastfood	10/2030	2014-12-28	2016-01-14	925	925	5092	REVERSAL	0.0		825.12				1.0			0.0	205.89
60121	225833737	225833737	1000.0	281.74	2016-05-07 21:06:33	266.0	Hardee's #229101	US	US	05	01	fastfood	12/2023	2014-12-28	2016-01-14	925	925	5092	REVERSAL	0.0		718.26				1.0			0.0	266.0
60164	234171928	234171928	10000.0	9830.25	2016-04-12 01:45:00	169.75	cheapfast.com	US	US	02	01	online_retail	12/2030	2014-03-19	2014-03-19	601	601	4921	REVERSAL	0.0		169.75				0.0			0.0	169.75
60174	467870886	467870886	2500.0	183.56	2016-03-17 21:30:53	113.21	West End Beauty #560473	US	US	05	01	personal care	03/2021	2012-09-09	2012-09-09	910	910	687	REVERSAL	0.0		2316.44				1.0			0.0	113.21000000000004
60179	467870886	467870886	2500.0	1703.04	2016-05-10 05:59:31	189.7	Hyatt House #237946	US	US	05	01	hotels	08/2026	2012-09-09	2012-09-09	290	290	1608	REVERSAL	0.0		796.96				1.0			0.0	189.70000000000005
60189	732576646	732576646	1000.0	944.55	2016-07-21 22:47:14	45.0	Mobil Gas #170010	US	US	09	01	fuel	05/2026	2015-05-09	2015-05-09	376	376	9266	PURCHASE	0.0		55.45				1.0			0.0	55.45
60190	732576646	732576646	1000.0	943.86	2016-08-19 04:16:01	50.99	Mobil Gas #170010	US	US	09	01	fuel	05/2026	2015-05-09	2015-05-09	376	376	9266	PURCHASE	0.0		56.14				1.0			0.0	56.14
60194	732576646	732576646	1000.0	955.0	2016-12-20 11:42:59	56.85	Mobil Gas #170010	US	US	09	01	fuel	05/2026	2015-05-09	2015-05-09	376	376	9266	PURCHASE	0.0		45.0				1.0			0.0	45.0
60221	540586638	540586638	500.0	435.48	2016-04-21 16:45:59	64.52	AMC #145832	US	US	05	01	entertainment	02/2022	2015-10-23	2015-10-23	806	806	2802	REVERSAL	0.0		64.52				1.0			0.0	64.52
60247	233728003	233728003	7500.0	397.98	2016-05-15 06:55:43	125.68	WSC #628340	US	US	09	08	health	06/2020	2015-06-14	2015-06-14	884	884	9438	REVERSAL	0.0		7102.02				1.0			0.0	125.68000000000029
60331	111361550	111361550	500.0	354.29	2016-06-23 14:03:03	145.71	discount.com	US	US		01	online_retail	12/2028	2014-11-28	2014-11-28	380	380	6682	REVERSAL	0.0		145.71				0.0			0.0	145.71
60372	111361550	111361550	500.0	291.8	2016-10-20 19:14:51	108.82	ikea.com	US	US	02	01	furniture	04/2020	2014-11-28	2016-07-18	985	985	6327	REVERSAL	0.0		208.2				1.0			0.0	108.82
60403	119270208	119270208	7500.0	6912.32	2016-07-19 11:58:41	26.19	Burger King #813212	US	US	05	01	fastfood	02/2028	2012-02-17	2012-02-17	508	508	7770	REVERSAL	0.0		587.68				1.0			0.0	26.18999999999994
60414	381910445	381910445	5000.0	3280.48	2016-02-12 20:48:42	228.45	Wendys #881295	US	US	09	01	fastfood	05/2028	2013-03-25	2013-03-25	693	693	5769	REVERSAL	0.0		1719.52				1.0			0.0	228.45000000000005
