	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff	transactionAmountDiff
15257	200778999	200778999	5000.0	2733.87	2016-03-25 20:33:57	22.26	Popeyes #766875	US	US	05	01	fastfood	10/2030	2010-06-09	2016-02-04	759	759	6983	PURCHASE	0.0		2266.13				1.0			0.0	22.26000000000022	0.0
15262	200778999	200778999	5000.0	1199.32	2016-09-17 14:38:32	437.32	Regal Cinemas #276341	US	US	09	01	entertainment	05/2025	2010-06-09	2016-05-14	759	759	6983	PURCHASE	1.0		3800.68				1.0			0.0	437.3199999999997	0.0
15268	393245351	393245351	10000.0	9560.89	2016-06-02 09:29:12	236.83	AMC #692956	US	US	09	01	entertainment	06/2031	2015-11-19	2016-01-02	694	694	785	PURCHASE	0.0		439.11				1.0			0.0	236.83	0.0
15272	297952999	297952999	15000.0	14781.5	2016-01-01 14:16:18	82.27	gap.com	US	US	02	01	online_retail	08/2023	2014-01-06	2014-01-06	556	556	2386	PURCHASE	0.0		218.5				0.0			0.0	82.27000000000001	0.0
15277	297952999	297952999	15000.0	1944.39	2016-04-10 23:40:44	32.4	discount.com	US	US	05	01	online_retail	03/2019	2014-01-06	2016-02-15	556	556	2386	PURCHASE	0.0		13055.61				0.0			0.0	32.400000000001455	0.0
15279	297952999	297952999	15000.0	1692.87	2016-05-03 17:04:48	329.95	cheapfast.com	US	US	05	01	online_retail	09/2020	2014-01-06	2016-02-15	556	556	2386	PURCHASE	0.0		13307.13				0.0			0.0	329.9499999999989	0.0
15280	297952999	297952999	15000.0	1362.92	2016-05-03 17:06:18	329.95	cheapfast.com	US	US	05	01	online_retail	09/2020	2014-01-06	2016-02-15	556	556	2386	PURCHASE	0.0		13637.08				0.0			0.0	329.9500000000007	0.0
15285	297952999	297952999	15000.0	2827.01	2016-12-30 01:56:44	166.15	oldnavy.com	US	US	02	01	online_retail	10/2026	2014-01-06	2016-02-15	556	556	2386	PURCHASE	0.0		12172.99				0.0			0.0	166.14999999999964	0.0
15287	360137532	360137532	15000.0	9747.53	2016-06-09 08:34:08	96.33	Fresh Online Services	US	US	09	01	online_gifts	05/2019	2012-09-02	2012-09-02	691	691	7993	PURCHASE	0.0		5252.47				0.0			0.0	96.32999999999993	0.0
15289	360137532	360137532	15000.0	6100.37	2016-09-13 20:53:50	70.54	Next Day Online Services	US	US	09	08	online_gifts	12/2022	2012-09-02	2012-09-02	691	691	7993	PURCHASE	0.0		8899.63				0.0			0.0	70.53999999999905	0.0
15295	548161839	548161839	2500.0	391.5	2016-10-28 11:42:04	96.12	EZ Putt Putt #755869	US	US	02	01	entertainment	07/2025	2014-10-13	2014-10-13	506	506	1571	PURCHASE	0.0		2108.5				1.0			0.0	96.11999999999989	0.0
15296	849944666	849944666	15000.0	14663.21	2016-01-20 22:05:41	336.79	staples.com	US	US	05	01	online_retail	08/2021	2014-04-17	2014-04-17	116	116	925	PURCHASE	0.0		336.79				0.0			0.0	336.79	0.0
15307	168239583	168239583	15000.0	13471.93	2016-04-20 12:40:36	33.62	Lyft	US	US	09	01	rideshare	06/2028	2015-10-16	2015-10-16	123	123	9228	PURCHASE	0.0		1528.07				0.0			0.0	33.61999999999989	0.0
15308	168239583	168239583	15000.0	13438.31	2016-04-20 12:40:38	33.62	Lyft	US	US	09	01	rideshare	06/2028	2015-10-16	2015-10-16	123	123	9228	PURCHASE	0.0		1561.69				0.0			0.0	33.62000000000012	0.0
15313	183425826	183425826	2500.0	1052.08	2016-05-24 19:24:52	116.24	Franks Pub #53336	US	US	02	01	food	10/2028	2011-11-07	2016-03-21	408	408	1021	PURCHASE	0.0		1447.92				1.0			0.0	116.24000000000001	0.0
15318	183425826	183425826	2500.0	1628.97	2016-10-10 02:36:14	364.95	Uptown Fries	US	US	02	01	food	10/2021	2011-11-07	2016-09-12	253	253	2556	PURCHASE	0.0		871.03				1.0			0.0	364.95	0.0
15319	183425826	183425826	2500.0	1508.91	2016-12-03 21:11:40	117.54	John's Bistro	US	US	09	01	food	11/2018	2011-11-07	2016-09-12	408	408	1021	PURCHASE	0.0		991.09				1.0			0.0	-1375.4099999999999	0.0
15320	573053259	573053259	10000.0	4932.02	2016-08-17 06:53:42	7.92	staples.com	US	US	09	01	online_retail	11/2021	2015-03-02	2015-03-02	647	647	956	PURCHASE	0.0		5067.98				0.0			0.0	7.919999999999163	0.0
15321	573053259	573053259	10000.0	4924.1	2016-08-17 06:54:54	7.92	staples.com	US	US	09	01	online_retail	11/2021	2015-03-02	2015-03-02	647	647	956	PURCHASE	0.0		5075.9				0.0			0.0	7.920000000000073	0.0
15333	517618241	517618241	20000.0	19982.37	2016-07-10 17:09:32	17.63	34th BBQ #538716	US	US	05	08	food	01/2029	2015-11-17	2015-11-17	141	141	8481	PURCHASE	0.0		17.63				1.0			0.0	17.63	0.0
15359	721813627	721813627	15000.0	10170.39	2016-09-03 09:32:35	3.65	Blue Mountain eCards	US	US	05	08	online_gifts	10/2025	2014-11-13	2014-11-13	263	263	1914	PURCHASE	0.0		4829.61				0.0			0.0	3.649999999999636	0.0
15362	849103270	849103270	10000.0	9798.77	2016-08-15 16:33:30	139.68	Eazy Auto Body	US	US	02	08	auto	10/2025	2015-11-17	2015-11-17	670	670	3492	PURCHASE	0.0		201.23				1.0			0.0	139.68	0.0
15363	403356737	403356737	250.0	190.6	2016-05-12 15:07:44	40.21	Powerlifting #356245	US	US	05	01	health	06/2021	2015-12-09	2015-12-09	538	538	1459	PURCHASE	0.0		59.4				0.0			0.0	40.209999999999994	0.0
15366	741938341	741938341	5000.0	3467.68	2016-01-25 11:07:57	0.39	Downtown Sandwitch Bar	US	US	02	01	food	08/2026	2012-02-16	2012-02-16	230	230	9293	PURCHASE	0.0		1532.32				1.0			0.0	0.38999999999987267	0.0
15367	741938341	741938341	5000.0	4302.64	2016-04-06 21:18:41	48.27	Ray's Fries #61396	US	US	02	01	food	04/2028	2012-02-16	2012-02-16	230	230	9293	PURCHASE	0.0		697.36				1.0			0.0	48.26999999999998	0.0
15373	660392089	660392089	5000.0	3075.4	2016-03-23 17:06:44	90.92	apple.com	US	US	05	01	online_retail	10/2018	2015-01-29	2015-01-29	517	517	6771	PURCHASE	0.0		1924.6				0.0			0.0	90.91999999999985	0.0
15388	212788123	212788123	20000.0	18810.69	2016-06-19 20:47:18	320.27	apple.com	US	US	80	01	online_retail	01/2024	2014-10-02	2014-10-02	317	317	7365	PURCHASE	0.0		1189.31				0.0			0.0	320.27	0.0
15404	668548658	668548658	2500.0	2306.68	2016-09-02 19:50:28	193.32	Domino's Pizza #997391	US	US	09	08	fastfood	09/2018	2015-04-22	2015-04-22	930	930	8156	PURCHASE	0.0		193.32				1.0			0.0	193.32	0.0
15405	494020599	494020599	5000.0	1993.52	2016-02-22 17:16:03	111.37	Domino's Pizza #484099	US	US	09	01	fastfood	10/2029	2015-08-10	2015-08-10	110	110	4945	PURCHASE	0.0		3006.48				1.0			0.0	111.36999999999989	0.0
15408	494020599	494020599	5000.0	3599.71	2016-05-01 12:38:05	93.52	Quizno's #26888	US	US	02	01	fastfood	12/2022	2015-08-10	2015-08-10	110	110	4945	PURCHASE	0.0		1400.29				1.0			0.0	93.51999999999998	0.0
15409	494020599	494020599	5000.0	719.18	2016-06-02 20:33:35	247.3	Burger King #542262	US	US	09	01	fastfood	04/2028	2015-08-10	2015-08-10	375	375	3567	PURCHASE	0.0		4280.82				1.0			0.0	247.29999999999973	0.0
15410	494020599	494020599	5000.0	3511.27	2016-06-17 17:00:08	34.87	Wendys #167221	US	US	05	08	fastfood	12/2024	2015-08-10	2015-08-10	375	375	3567	PURCHASE	0.0		1488.73				1.0			0.0	34.87000000000012	0.0
15411	494020599	494020599	5000.0	1379.55	2016-10-09 12:23:25	156.68	Dunkin' Donuts #640099	US	US	80	01	fastfood	11/2028	2015-08-10	2015-08-10	110	110	4945	PURCHASE	0.0		3620.45				1.0			0.0	156.67999999999984	0.0
15414	883372976	883372976	15000.0	14816.39	2016-05-25 09:52:11	35.76	Fresh Online Services	US	US	05	01	online_gifts	05/2025	2015-09-22	2015-09-22	904	904	81	PURCHASE	0.0		183.61				0.0			0.0	35.76000000000002	0.0
15422	252497459	252497459	7500.0	6425.84	2016-06-09 18:05:57	108.07	AMC #191138	US	US	05	01	entertainment	11/2024	2015-09-18	2015-09-18	316	316	8366	PURCHASE	0.0		1074.16				1.0			0.0	108.07000000000005	0.0
15423	252497459	252497459	7500.0	6317.77	2016-06-09 18:06:11	108.07	AMC #191138	US	US	05	01	entertainment	11/2024	2015-09-18	2015-09-18	316	316	8366	PURCHASE	0.0		1182.23				1.0			0.0	108.06999999999994	0.0
15445	606585165	606585165	10000.0	8552.18	2016-09-05 18:37:38	331.93	Next Day Online Services	US	US	09	01	online_gifts	06/2027	2014-05-07	2016-08-19	739	739	8666	PURCHASE	0.0		1447.82				0.0			0.0	331.92999999999984	0.0
15446	606585165	606585165	10000.0	8220.25	2016-09-05 18:37:46	331.93	Next Day Online Services	US	US	09	01	online_gifts	06/2027	2014-05-07	2016-08-19	739	739	8666	PURCHASE	0.0		1779.75				0.0			0.0	331.93000000000006	0.0
15447	606585165	606585165	10000.0	3247.45	2016-09-17 23:02:07	206.61	Blue Mountain Online Services	US	US	09	01	online_gifts	09/2020	2014-05-07	2016-09-15	739	739	8666	PURCHASE	0.0		6752.55				0.0			0.0	206.61000000000058	0.0
15452	606585165	606585165	10000.0	9667.7	2016-12-01 00:22:25	332.3	Fresh Flowers	US	US	02	08	online_gifts	12/2027	2014-05-07	2016-11-08	739	739	8666	PURCHASE	0.0		332.3				0.0			0.0	332.3	0.0
15453	606585165	606585165	10000.0	4219.92	2016-12-18 17:39:21	251.72	Fresh Online Services	US	US	02	01	online_gifts	12/2024	2014-05-07	2016-11-08	739	739	8666	PURCHASE	0.0		5780.08				0.0			0.0	251.72000000000025	0.0
15460	351078699	351078699	20000.0	16633.35	2016-01-25 05:17:38	300.92	cheapfast.com	US	US	02	01	online_retail	02/2030	2011-01-27	2011-01-27	121	121	8791	PURCHASE	0.0		3366.65				0.0			0.0	300.9200000000001	0.0
15461	351078699	351078699	20000.0	16332.43	2016-01-25 05:19:25	300.92	cheapfast.com	US	US	02	01	online_retail	02/2030	2011-01-27	2011-01-27	121	121	8791	PURCHASE	0.0		3667.57				0.0			0.0	300.9200000000001	0.0
15463	351078699	351078699	20000.0	11080.12	2016-10-25 20:32:51	142.42	sears.com	US	US	02	01	online_retail	09/2024	2011-01-27	2011-01-27	148	148	6216	PURCHASE	0.0		8919.88				0.0			0.0	142.42000000000007	0.0
15464	351078699	351078699	20000.0	10937.7	2016-10-25 20:34:13	142.42	sears.com	US	US	02	01	online_retail	09/2024	2011-01-27	2011-01-27	148	148	6216	PURCHASE	0.0		9062.3				0.0			0.0	142.42000000000007	0.0
15466	589507464	589507464	2500.0	2043.94	2016-02-11 11:59:15	0.01	gap.com	US	US	05	01	online_retail	05/2023	2012-07-20	2012-07-20	277	277	953	PURCHASE	0.0		456.06				0.0			0.0	0.009999999999990905	0.0
15470	734565888	734565888	500.0	454.77	2016-01-27 15:24:56	214.8	amazon.com	US	US		01	online_retail	11/2021	2015-02-25	2015-02-25	167	167	6209	PURCHASE	0.0		45.23				0.0			0.0	-265.84	0.0
15479	280005477	280005477	20000.0	19642.64	2016-04-14 12:21:44	40.02	Ricks Repair	US	US	09	01	auto	12/2031	2015-10-21	2015-10-21	309	309	3045	PURCHASE	0.0		357.36				1.0			0.0	40.02000000000004	0.0
15482	380990618	380990618	7500.0	4651.57	2016-01-24 11:28:43	21.27	34th Pub	US	US	05	01	food	10/2030	2015-07-12	2015-07-12	192	142	8932	PURCHASE	0.0		2848.43				1.0			0.0	21.269999999999982	0.0
15484	380990618	380990618	7500.0	1675.15	2016-06-10 21:12:03	240.93	34th BBQ #493821	US	US	05	01	food	01/2028	2015-07-12	2016-02-02	192	192	8932	PURCHASE	0.0		5824.85				1.0			0.0	240.9300000000003	0.0
15485	380990618	380990618	7500.0	2353.01	2016-09-22 21:16:40	289.02	1st Sandwitch Bar #941288	US	US	09	01	food	06/2026	2015-07-12	2016-02-02	192	192	8932	PURCHASE	0.0		5146.99				1.0			0.0	289.0199999999995	0.0
15486	380990618	380990618	7500.0	3196.45	2016-10-01 20:05:13	89.9	Dinosaur Sandwitch Bar #960325	US	US	05	01	food	08/2031	2015-07-12	2016-02-02	192	192	8932	PURCHASE	0.0		4303.55				1.0			0.0	89.90000000000055	0.0
15488	578461562	578461562	1000.0	96.59	2016-04-15 04:29:28	3.35	Lyft		US	09	08	rideshare	02/2028	2014-04-29	2014-04-29	818	818	281	PURCHASE	0.0		903.41				0.0			0.0	3.3500000000000227	0.0
15489	578461562	578461562	1000.0	93.24	2016-04-15 04:29:50	3.35	Lyft		US	09	08	rideshare	02/2028	2014-04-29	2014-04-29	818	818	281	PURCHASE	0.0		906.76				0.0			0.0	3.3500000000000227	0.0
15491	578461562	578461562	1000.0	621.51	2016-10-07 09:35:21	195.77	McDonalds #768518	US	US	05	01	fastfood	08/2026	2014-04-29	2014-04-29	466	466	2066	PURCHASE	0.0		378.49				1.0			0.0	195.77	0.0
15492	676771191	676771191	5000.0	3398.96	2016-01-29 03:49:46	271.6	gap.com	US	US	09	01	online_retail	05/2023	2015-10-12	2015-10-12	912	912	8429	PURCHASE	0.0		1601.04				0.0			0.0	271.5999999999999	0.0
15494	676771191	676771191	5000.0	4954.96	2016-11-01 22:06:29	45.04	ebay.com	US	US	05	01	online_retail	02/2025	2015-10-12	2015-10-12	912	912	8429	PURCHASE	0.0		45.04				0.0			0.0	45.04	0.0
15496	412558887	412558887	15000.0	5691.34	2016-01-08 07:27:41	117.83	Subway #59727	US	US	05	01	fastfood	02/2021	2014-08-27	2014-08-27	165	165	7696	PURCHASE	0.0		9308.66				1.0			0.0	117.82999999999993	0.0
15500	412558887	412558887	15000.0	13143.13	2016-02-18 20:22:19	202.46	Fresh Online Services	US	US	05	01	online_gifts	12/2020	2014-08-27	2016-01-12	353	353	8636	PURCHASE	0.0		1856.87				0.0			0.0	202.4599999999998	0.0
15501	412558887	412558887	15000.0	12940.67	2016-02-18 20:23:25	202.46	Fresh Online Services	US	US	05	01	online_gifts	12/2020	2014-08-27	2016-01-12	353	353	8636	PURCHASE	0.0		2059.33				0.0			0.0	202.46000000000004	0.0
15503	412558887	412558887	15000.0	8001.34	2016-02-23 05:46:55	147.01	In-N-Out #850934	US	US	02	08	fastfood	07/2026	2014-08-27	2016-02-19	120	120	1137	PURCHASE	0.0		6998.66				1.0			0.0	147.01000000000022	0.0
15504	412558887	412558887	15000.0	7854.33	2016-02-23 05:47:52	147.01	In-N-Out #850934	US	US	02	08	fastfood	07/2026	2014-08-27	2016-02-19	120	120	1137	PURCHASE	0.0		7145.67				1.0			0.0	147.01000000000022	0.0
15506	412558887	412558887	15000.0	5382.84	2016-03-10 15:50:17	121.64	Burger King #968126	US	US	05	01	fastfood	10/2024	2014-08-27	2016-02-19	165	165	7696	PURCHASE	0.0		9617.16				1.0			0.0	121.63999999999942	0.0
15508	412558887	412558887	15000.0	5944.39	2016-04-07 17:31:30	211.14	EZ Putt Putt #69446	US	US	02	01	entertainment	01/2031	2014-08-27	2016-03-16	353	353	8636	PURCHASE	0.0		9055.61				1.0			0.0	211.14000000000124	0.0
15511	412558887	412558887	15000.0	2536.4	2016-05-19 17:48:13	20.38	Subway #174224	US	US	05	01	fastfood	06/2026	2014-08-27	2016-03-16	120	120	1137	PURCHASE	0.0		12463.6				1.0			0.0	20.38000000000102	0.0
15512	412558887	412558887	15000.0	1708.75	2016-05-22 03:32:55	421.01	Mobile eCards	US	US	05	08	online_gifts	08/2031	2014-08-27	2016-03-16	353	353	8636	PURCHASE	0.0		13291.25				0.0			0.0	421.0100000000002	0.0
15514	412558887	412558887	15000.0	8003.7	2016-06-09 08:27:00	15.71	Domino's Pizza #533356	US	US	02	08	fastfood	08/2018	2014-08-27	2016-03-16	353	353	8636	PURCHASE	0.0		6996.3				1.0			0.0	15.710000000000036	0.0
15515	412558887	412558887	15000.0	3580.87	2016-06-15 04:26:12	100.74	EZ Putt Putt #40513	US	US	02	01	entertainment	12/2018	2014-08-27	2016-03-16	165	165	7696	PURCHASE	0.0		11419.13				1.0			0.0	100.73999999999978	0.0
15516	412558887	412558887	15000.0	2259.73	2016-06-15 11:17:38	13.98	Blue Mountain Online Services	US	US	09	08	online_gifts	05/2027	2014-08-27	2016-03-16	165	165	7696	PURCHASE	0.0		12740.27				0.0			0.0	13.979999999999563	0.0
15520	412558887	412558887	15000.0	3324.4	2016-07-12 23:06:50	217.4	Next Day Online Services	US	US	09	01	online_gifts	05/2024	2014-08-27	2016-06-23	165	165	7696	PURCHASE	1.0		11675.6				0.0			0.0	217.39999999999964	0.0
15521	412558887	412558887	15000.0	10198.83	2016-07-17 06:37:57	131.4	Dunkin' Donuts #20935	US	US	09	08	fastfood	12/2018	2014-08-27	2016-07-15	165	165	7696	PURCHASE	0.0		4801.17				1.0			0.0	131.39999999999964	0.0
15524	412558887	412558887	15000.0	2449.21	2016-07-26 04:45:06	224.05	Blue Mountain eCards	US	US	02	01	online_gifts	01/2028	2014-08-27	2016-07-15	120	120	1137	PURCHASE	0.0		12550.79				0.0			0.0	224.0500000000011	0.0
15531	412558887	412558887	15000.0	9000.16	2016-09-16 14:06:10	46.33	Next Day Online Services	US	US	05	01	online_gifts	08/2027	2014-08-27	2016-08-04	120	120	1137	PURCHASE	0.0		5999.84				0.0			0.0	46.32999999999993	0.0
15534	412558887	412558887	15000.0	7051.55	2016-09-29 20:38:33	47.68	Cinnabon #860905	US	US	02	08	fastfood	10/2030	2014-08-27	2016-08-04	165	265	7696	PURCHASE	0.0		7948.45				1.0			0.0	47.67999999999938	0.0
15538	412558887	412558887	15000.0	2259.88	2016-10-25 11:20:34	375.53	Auntie Anne's #08360	US	US	05	01	fastfood	01/2030	2014-08-27	2016-08-04	165	165	7696	PURCHASE	0.0		12740.12				1.0			0.0	375.53000000000065	0.0
15540	412558887	412558887	15000.0	2260.64	2016-11-10 07:17:56	285.85	Ray's Fries #61396	US	US	09	01	food	10/2022	2014-08-27	2016-08-04	165	165	7696	PURCHASE	0.0		12739.36				1.0			0.0	285.85000000000036	0.0
15554	914905284	914905284	500.0	109.3	2016-08-15 03:33:38	12.59	Ricks Auto Body	US	US	09	01	auto	04/2028	2012-04-04	2016-06-12	791	791	2161	PURCHASE	0.0		390.7				1.0			0.0	12.589999999999975	0.0
15559	914905284	914905284	500.0	219.07	2016-10-26 15:59:59	47.18	Eazy Auto Body	US	US	05	01	auto	11/2029	2012-04-04	2016-06-12	791	791	2161	PURCHASE	0.0		280.93				1.0			0.0	47.18000000000001	0.0
15563	485809117	485809117	5000.0	4411.28	2016-01-18 11:19:27	233.96	AMC #692956	US	US	02	01	entertainment	07/2028	2015-08-19	2015-08-19	621	621	1194	PURCHASE	0.0		588.72				1.0			0.0	233.96000000000004	0.0
15566	485809117	485809117	5000.0	4199.26	2016-11-11 10:34:24	46.74	EZ Putt Putt #503815	US	US	05	01	entertainment	08/2021	2015-08-19	2015-08-19	761	761	8951	PURCHASE	0.0		800.74				1.0			0.0	46.74000000000001	0.0
15592	338396329	338396329	2500.0	2152.2	2016-06-09 10:15:48	165.31	Hilton Hotels #720012	US	US	02	01	hotels	11/2020	2015-04-21	2015-04-21	955	955	9652	PURCHASE	0.0		347.8				0.0			0.0	165.31	0.0
15594	338396329	338396329	2500.0	1266.36	2016-09-15 14:12:51	12.67	Hilton Hotels #41865	US	US	09	01	hotels	02/2030	2015-04-21	2015-04-21	955	955	9652	PURCHASE	0.0		1233.64				1.0			0.0	12.670000000000073	0.0
15595	338396329	338396329	2500.0	1253.69	2016-09-15 14:14:27	12.67	Hilton Hotels #41865	US	US	09	01	hotels	02/2030	2015-04-21	2015-04-21	955	955	9652	PURCHASE	0.0		1246.31				1.0			0.0	12.669999999999845	0.0
15599	584690275	584690275	20000.0	19431.4	2016-05-02 04:02:09	84.36	EZ Putt Putt #755869	US	US	09	01	entertainment	04/2025	2015-08-20	2015-08-20	633	633	7321	PURCHASE	0.0		568.6				1.0			0.0	84.36000000000001	0.0
15609	772836316	772836316	5000.0	2258.17	2016-06-25 08:37:35	278.12	Rodeway Inn #105130	US	US	02	01	hotels	10/2025	2015-08-08	2015-08-08	408	408	8147	PURCHASE	0.0		2741.83				1.0			0.0	-1872.96	0.0
15612	772836316	772836316	5000.0	4110.03	2016-09-15 04:21:19	190.8	Washington Repair	US	US	90	01	auto	03/2030	2015-08-08	2016-08-31	984	984	6509	PURCHASE	0.0		889.97				1.0			0.0	190.80000000000007	0.0
15622	440214576	440214576	50000.0	13563.88	2016-06-16 21:40:24	25.79	Uber	US	US	05	01	rideshare	04/2019	2014-04-04	2014-04-04	396	396	7898	PURCHASE	0.0		36436.12				0.0			0.0	25.790000000000873	0.0
15630	902454138	902454138	7500.0	5478.94	2016-10-25 20:17:33	14.95	gap.com	US	US	05	01	online_retail	11/2020	2013-08-25	2013-08-25	251	251	5646	PURCHASE	0.0		2021.06				0.0			0.0	14.950000000000045	0.0
15634	350879420	350879420	5000.0	4182.0	2016-09-28 10:01:24	5.77	staples.com	US	US	02	01	online_retail	10/2024	2014-07-23	2014-07-23	930	930	1412	PURCHASE	0.0		818.0				0.0			0.0	5.769999999999982	0.0
15647	530340057	530340057	20000.0	19296.47	2016-02-11 01:21:53	184.09	discount.com	US	US	90	01	online_retail	10/2028	2015-08-08	2015-08-08	328	328	7818	PURCHASE	0.0		703.53				0.0			0.0	184.08999999999992	0.0
15652	449792270	449792270	7500.0	5397.78	2016-06-29 20:07:54	5.8	ebay.com	US	US	02	08	online_retail	04/2019	2012-09-19	2012-09-19	224	224	242	PURCHASE	0.0		2102.22				0.0			0.0	5.799999999999727	0.0
15655	556325517	556325517	7500.0	698.62	2016-04-23 01:26:50	199.07	walmart.com	US	US	09	01	online_retail	08/2023	2014-04-12	2014-04-12	747	747	284	PURCHASE	0.0		6801.38				0.0			0.0	199.0699999999997	0.0
15657	556325517	556325517	7500.0	3673.62	2016-08-09 03:28:55	127.18	amazon.com	US	US	05	01	online_retail	07/2027	2014-04-12	2016-08-08	747	747	284	PURCHASE	0.0		3826.38				0.0			0.0	127.18000000000029	0.0
15658	556325517	556325517	7500.0	1016.08	2016-12-09 19:22:09	6.87	target.com	US	US	05	01	online_retail	05/2028	2014-04-12	2016-10-30	747	747	284	PURCHASE	0.0		6483.92				0.0			0.0	6.869999999999891	0.0
15659	202602035	202602035	2500.0	2377.79	2016-06-07 18:30:08	122.21	walmart.com	US	US	09	01	online_retail	05/2020	2015-12-21	2015-12-21	570	570	2880	PURCHASE	0.0		122.21				0.0			0.0	122.21	0.0
15681	824499926	824499926	2500.0	1164.0	2016-02-04 14:39:59	128.41	AMC #552863	US	US	05	01	entertainment	09/2024	2013-02-01	2013-02-01	730	730	8841	PURCHASE	0.0		1336.0				1.0			0.0	-1000.0900000000001	0.0
15682	824499926	824499926	2500.0	773.49	2016-05-04 10:38:11	21.93	AMC #706324	US	US	02	01	entertainment	01/2022	2013-02-01	2013-02-01	694	694	9224	PURCHASE	0.0		1726.51				1.0			0.0	21.930000000000064	0.0
15685	824499926	824499926	2500.0	1473.58	2016-11-13 13:16:57	22.41	EZ Putt Putt #551896	US	US	02	01	entertainment	05/2020	2013-02-01	2013-02-01	694	694	9224	PURCHASE	0.0		1026.42				1.0			0.0	22.410000000000082	0.0
15686	373598225	373598225	1000.0	879.16	2016-03-01 02:08:50	120.84	Auntie Anne's #366430	US	US	02	01	fastfood	10/2027	2009-11-03	2009-11-03	268	268	8889	PURCHASE	0.0		120.84				1.0			0.0	120.84	0.0
15690	241294382	241294382	10000.0	5137.88	2016-09-20 03:21:40	316.93	In-N-Out #545716	US	US	02	01	fastfood	07/2023	2015-10-17	2016-08-10	238	238	2808	PURCHASE	0.0		4862.12				1.0			0.0	316.9300000000003	0.0
15692	311385974	311385974	250.0	-65.28	2016-08-21 05:05:52	474.55	Uber	US	US	05	01	rideshare	09/2025	2014-07-31	2014-07-31	294	294	6586	PURCHASE	0.0		315.28				0.0			0.0	315.28	0.0
15696	562074604	562074604	10000.0	2424.24	2016-07-29 10:37:21	125.51	Hardee's #978815	US	US	02	01	fastfood	08/2019	2012-02-25	2012-02-25	614	614	4566	PURCHASE	0.0		7575.76				1.0			0.0	125.51000000000022	0.0
15698	632195176	632195176	15000.0	10014.22	2016-01-20 12:00:28	30.61	Popeyes #700066	US	US	02	01	fastfood	08/2028	2014-03-09	2014-03-09	264	264	4051	PURCHASE	0.0		4985.78				1.0			0.0	30.609999999999673	0.0
15701	632195176	632195176	15000.0	2324.78	2016-03-29 09:37:08	264.31	Planet Fitness #451242	US	US	09	01	health	08/2031	2014-03-09	2014-03-09	264	264	4051	PURCHASE	0.0		12675.22				0.0			0.0	264.3099999999995	0.0
15704	632195176	632195176	15000.0	2764.09	2016-05-22 00:33:25	393.52	CVS #398763	US	US	02	01	health	05/2030	2014-03-09	2014-03-09	264	264	4051	PURCHASE	1.0		12235.91				0.0			0.0	393.52000000000044	0.0
15705	632195176	632195176	15000.0	14634.56	2016-06-01 19:55:18	260.83	Powerlifting #424937	PR	PR	05	99	health	12/2024	2014-03-09	2016-05-28	264	264	4051	PURCHASE	0.0		365.44				0.0			0.0	260.83	0.0
15706	632195176	632195176	15000.0	9267.48	2016-06-11 13:00:46	78.45	Starbucks #336710	US	US	05	01	fastfood	02/2028	2014-03-09	2016-06-06	264	264	4051	PURCHASE	0.0		5732.52				1.0			0.0	78.45000000000073	0.0
15714	632195176	632195176	15000.0	13787.52	2016-12-05 04:38:30	292.21	Walgreens #811259		US	05	01	health	02/2020	2014-03-09	2016-11-04	264	308	4051	PURCHASE	0.0		1212.48				0.0			0.0	292.21000000000004	0.0
15715	632195176	632195176	15000.0	13495.31	2016-12-05 04:38:42	292.21	Walgreens #811259		US	05	01	health	02/2020	2014-03-09	2016-11-04	264	308	4051	PURCHASE	0.0		1504.69				0.0			0.0	292.21000000000004	0.0
15717	680093254	680093254	5000.0	2239.83	2016-01-18 02:12:16	98.0	Boston Cafe #465229	US	US	02	01	food	03/2028	2014-01-08	2014-01-08	625	625	624	PURCHASE	0.0		2760.17				1.0			0.0	98.0	0.0
15718	680093254	680093254	5000.0	3961.45	2016-05-16 12:37:23	800.49	Best Pub	US	US	02	01	food	05/2026	2014-01-08	2016-04-13	625	625	624	PURCHASE	0.0		1038.55				1.0			0.0	800.49	0.0
15736	696318521	696318521	15000.0	14220.05	2016-04-24 15:27:50	246.59	Dunkin' Donuts #232976	US	US	05	08	fastfood	11/2022	2015-12-20	2015-12-20	397	397	5624	PURCHASE	0.0		779.95				1.0			0.0	246.59000000000003	0.0
15752	901922840	901922840	20000.0	12208.97	2016-01-09 13:39:55	164.95	Dallas Post	US	US	80	01	subscriptions	06/2030	2013-09-09	2016-01-04	713	713	1548	PURCHASE	0.0		7791.03				0.0			0.0	164.94999999999982	0.0
15753	901922840	901922840	20000.0	12044.02	2016-01-09 13:41:13	164.95	Dallas Post	US	US	80	01	subscriptions	06/2030	2013-09-09	2016-01-04	713	713	1548	PURCHASE	0.0		7955.98				0.0			0.0	164.94999999999982	0.0
